Date,IT Dep.,CostElement,Country,Budget,Forecast
1/11/2020,Data Centers,Travel,USA,"3,645","5,859"
1/12/2020,Data Centers,Travel,USA,"2,145","3,421"
1/02/2020,Data Management,Internal Labor,Germany,"4,023","7,242"
1/03/2020,Data Management,Internal Labor,Germany,"4,023","3,235"
1/04/2020,Data Management,Internal Labor,Germany,"4,023","2,870"
1/05/2020,Data Management,Internal Labor,Germany,"4,023","2,988"
1/06/2020,Data Management,Internal Labor,Germany,"4,023","2,912"
1/07/2020,Data Management,Internal Labor,Germany,"4,023","4,023"
1/08/2020,Data Management,Internal Labor,Germany,"4,023","4,023"
1/09/2020,Data Management,Internal Labor,Germany,"4,023","4,023"
1/10/2020,Data Management,Internal Labor,Germany,"4,023","4,023"
1/11/2020,Data Management,Internal Labor,Germany,"4,023","4,023"
1/12/2020,Data Management,Internal Labor,Germany,"4,023","4,023"
1/01/2020,Data Management,Internal Labor,Spain,"4,023","2,815"
1/02/2020,Data Management,Internal Labor,Spain,"4,023","2,903"
1/03/2020,Data Management,Internal Labor,Spain,"4,023","2,964"
1/04/2020,Data Management,Internal Labor,Spain,"4,023","3,038"
1/05/2020,Data Management,Internal Labor,Spain,"4,023","3,190"
1/06/2020,Data Management,Internal Labor,Spain,"4,023","3,077"
1/07/2020,Data Management,Internal Labor,Spain,"4,023","4,023"
1/08/2020,Data Management,Internal Labor,Spain,"4,023","4,023"
1/09/2020,Data Management,Internal Labor,Spain,"4,023","4,023"
1/10/2020,Data Management,Internal Labor,Spain,"4,023","4,023"
1/11/2020,Data Management,Internal Labor,Spain,"4,023","4,023"
1/12/2020,Data Management,Internal Labor,Spain,"4,023","4,023"
1/07/2020,Development,Administrative,USA,"54,645","-153,927"
1/08/2020,Development,Administrative,USA,"54,645","-153,927"
1/09/2020,Development,Administrative,USA,"54,645","-153,927"
1/09/2020,Development,External Labor,Spain,204,68
1/12/2020,Development,External Labor,Spain,204,68
1/01/2020,Development,External Labor,United Kingdom,787,690
1/03/2020,Development,External Labor,United Kingdom,787,"1,628"
1/04/2020,Development,External Labor,United Kingdom,787,718
1/05/2020,Development,External Labor,United Kingdom,787,"1,677"
1/06/2020,Development,External Labor,United Kingdom,787,68
1/07/2020,Development,External Labor,United Kingdom,787,"1,085"
1/08/2020,Development,External Labor,United Kingdom,"1,609","1,085"
1/09/2020,Development,External Labor,United Kingdom,821,"1,085"
1/10/2020,Development,External Labor,United Kingdom,821,551
1/11/2020,Development,External Labor,United Kingdom,821,551
1/12/2020,Development,External Labor,United Kingdom,821,551
1/01/2020,Development,External Labor,USA,"218,785","1,902"
1/02/2020,Development,External Labor,USA,"218,785","53,561"
1/03/2020,Development,External Labor,USA,"220,208","57,899"
1/04/2020,Development,External Labor,USA,"220,208","110,199"
1/05/2020,Development,External Labor,USA,"226,673","55,847"
1/06/2020,Development,External Labor,USA,"224,877","150,454"
1/07/2020,Development,External Labor,USA,"151,545","217,835"
1/08/2020,Development,External Labor,USA,"144,045","230,449"
1/09/2020,Development,External Labor,USA,"144,045","340,373"
1/10/2020,Development,External Labor,USA,"142,583","352,092"
1/11/2020,Development,External Labor,USA,"141,852","302,618"
1/12/2020,Development,External Labor,USA,"141,876","369,979"
1/01/2020,Development,Hardware,USA,"45,000",48
1/07/2020,Development,Hardware Maintenance,USA,"5,013","5,013"
1/08/2020,Development,Hardware Maintenance,USA,"5,013","5,013"
1/09/2020,Development,Hardware Maintenance,USA,"5,013","5,013"
1/10/2020,Development,Hardware Maintenance,USA,"5,013","5,013"
1/11/2020,Development,Hardware Maintenance,USA,"5,013","5,013"
1/12/2020,Development,Hardware Maintenance,USA,"5,016","5,016"
1/01/2020,Development,Inbound Allocations,United Kingdom,111,116
1/02/2020,Development,Inbound Allocations,United Kingdom,111,59
1/03/2020,Development,Inbound Allocations,United Kingdom,111,7
1/04/2020,Development,Inbound Allocations,United Kingdom,111,404
1/05/2020,Development,Inbound Allocations,United Kingdom,111,113
1/07/2020,Development,Inbound Allocations,United Kingdom,111,"1,587"
1/08/2020,Development,Inbound Allocations,United Kingdom,111,"1,587"
1/09/2020,Development,Inbound Allocations,United Kingdom,111,"1,587"
1/10/2020,Development,Inbound Allocations,United Kingdom,111,"1,661"
1/11/2020,Development,Inbound Allocations,United Kingdom,111,"1,661"
1/12/2020,Development,Inbound Allocations,United Kingdom,111,"1,661"
1/02/2020,Development,Internal Labor,Belgium,"4,023","13,040"
1/03/2020,Development,Internal Labor,Belgium,"4,023","6,642"
1/04/2020,Development,Internal Labor,Belgium,"4,023","5,293"
1/05/2020,Development,Internal Labor,Belgium,"4,023","7,190"
1/06/2020,Development,Internal Labor,Belgium,"4,023","10,585"
1/07/2020,Development,Internal Labor,Belgium,"4,023","6,600"
1/08/2020,Development,Internal Labor,Belgium,"4,023","6,600"
1/09/2020,Development,Internal Labor,Belgium,"4,023","6,600"
1/10/2020,Development,Internal Labor,Belgium,"4,023","6,600"
1/11/2020,Development,Internal Labor,Belgium,"4,023","6,600"
1/12/2020,Development,Internal Labor,Belgium,"4,023","6,600"
1/01/2020,Development,Internal Labor,Spain,"3,657","3,548"
1/02/2020,Development,Internal Labor,Spain,"3,657","3,658"
1/03/2020,Development,Internal Labor,Spain,"3,657","3,737"
1/04/2020,Development,Internal Labor,Spain,"3,657","3,830"
1/05/2020,Development,Internal Labor,Spain,"3,657","6,997"
1/06/2020,Development,Internal Labor,Spain,"3,657","-1,545"
1/07/2020,Development,Internal Labor,Spain,"3,657","2,717"
1/08/2020,Development,Internal Labor,Spain,837,"2,717"
1/09/2020,Development,Internal Labor,Spain,"3,657","2,717"
1/10/2020,Development,Internal Labor,Spain,"3,657","3,657"
1/11/2020,Development,Internal Labor,Spain,"3,657","3,657"
1/12/2020,Development,Internal Labor,Spain,"3,657","3,657"
1/01/2020,Development,Internal Labor,United Kingdom,"6,644","6,374"
1/02/2020,Development,Internal Labor,United Kingdom,"6,644","6,593"
1/03/2020,Development,Internal Labor,United Kingdom,"6,808","8,297"
1/04/2020,Development,Internal Labor,United Kingdom,"6,808","7,094"
1/05/2020,Development,Internal Labor,United Kingdom,"6,808","7,434"
1/06/2020,Development,Internal Labor,United Kingdom,"6,808","7,287"
1/07/2020,Development,Internal Labor,United Kingdom,"6,808","7,223"
1/08/2020,Development,Internal Labor,United Kingdom,"6,808","7,223"
1/09/2020,Development,Internal Labor,United Kingdom,"6,808","7,223"
1/10/2020,Development,Internal Labor,United Kingdom,"6,808","7,223"
1/11/2020,Development,Internal Labor,United Kingdom,"6,808","7,223"
1/12/2020,Development,Internal Labor,United Kingdom,"6,808","7,223"
1/01/2020,Development,Internal Labor,USA,"151,913","149,259"
1/02/2020,Development,Internal Labor,USA,"155,798","156,210"
1/03/2020,Development,Internal Labor,USA,"167,109","173,446"
1/04/2020,Development,Internal Labor,USA,"155,687","153,438"
1/05/2020,Development,Internal Labor,USA,"155,687","147,515"
1/06/2020,Development,Internal Labor,USA,"155,686","138,990"
1/07/2020,Development,Internal Labor,USA,"156,466","159,871"
1/08/2020,Development,Internal Labor,USA,"156,466","159,871"
1/09/2020,Development,Internal Labor,USA,"155,960","159,338"
1/10/2020,Development,Internal Labor,USA,"159,102","162,505"
1/11/2020,Development,Internal Labor,USA,"157,372","160,775"
1/12/2020,Development,Internal Labor,USA,"156,563","159,966"
1/06/2020,Development,Other,Spain,836,76
1/09/2020,Development,Other,Spain,836,207
1/12/2020,Development,Other,Spain,836,207
1/01/2020,Development,Other,United Kingdom,243,559
1/02/2020,Development,Other,United Kingdom,243,31
1/03/2020,Development,Other,United Kingdom,243,149
1/04/2020,Development,Other,United Kingdom,243,51
1/05/2020,Development,Other,United Kingdom,243,105
1/06/2020,Development,Other,United Kingdom,243,55
1/07/2020,Development,Other,United Kingdom,243,122
1/08/2020,Development,Other,United Kingdom,243,122
1/09/2020,Development,Other,United Kingdom,243,122
1/10/2020,Development,Other,United Kingdom,243,122
1/11/2020,Development,Other,United Kingdom,243,122
1/12/2020,Development,Other,United Kingdom,243,122
1/01/2020,Development,Other,USA,"117,700",8
1/02/2020,Development,Other,USA,"96,700",174
1/03/2020,Development,Other,USA,"96,700","6,199"
1/04/2020,Development,Other,USA,"96,700","1,735"
1/05/2020,Development,Other,USA,"85,450",193
1/06/2020,Development,Other,USA,"85,451","5,934"
1/07/2020,Development,Other,USA,"75,450","1,034"
1/08/2020,Development,Other,USA,"75,450","1,034"
1/09/2020,Development,Other,USA,"75,450","1,034"
1/10/2020,Development,Other,USA,"75,450","1,034"
1/11/2020,Development,Other,USA,"75,450","1,034"
1/12/2020,Development,Other,USA,"75,463","1,035"
1/01/2020,Development,Outbound Allocations,United Kingdom,"1,520","1,284"
1/02/2020,Development,Outbound Allocations,United Kingdom,"1,520","1,604"
1/03/2020,Development,Outbound Allocations,United Kingdom,"1,520","1,335"
1/04/2020,Development,Outbound Allocations,United Kingdom,"1,514","1,267"
1/05/2020,Development,Outbound Allocations,United Kingdom,"1,514","1,107"
1/06/2020,Development,Outbound Allocations,United Kingdom,"1,514","1,330"
1/04/2020,Development,Software,USA,"204,000","160,006"
1/01/2020,Development,Software Maintenance,USA,"9,825","90,637"
1/03/2020,Development,Software Maintenance,USA,"9,825","-89,493"
1/04/2020,Development,Software Maintenance,USA,"9,825","4,041"
1/06/2020,Development,Software Maintenance,USA,"9,825","-4,041"
1/07/2020,Development,Software Maintenance,USA,"9,825","1,205"
1/08/2020,Development,Software Maintenance,USA,"9,825",248
1/09/2020,Development,Software Maintenance,USA,"9,825","28,148"
1/10/2020,Development,Software Maintenance,USA,"9,825","47,124"
1/11/2020,Development,Software Maintenance,USA,"9,825","34,357"
1/12/2020,Development,Software Maintenance,USA,"9,825","19,466"
1/01/2020,Development,Supplies,USA,775,18
1/02/2020,Development,Supplies,USA,775,510
1/03/2020,Development,Supplies,USA,775,39
1/05/2020,Development,Supplies,USA,775,913
1/07/2020,Development,Supplies,USA,775,775
1/08/2020,Development,Supplies,USA,775,775
1/09/2020,Development,Supplies,USA,775,775
1/10/2020,Development,Supplies,USA,775,775
1/11/2020,Development,Supplies,USA,775,775
1/12/2020,Development,Supplies,USA,775,775
1/01/2020,Development,Telecomm,United Kingdom,97,143
1/02/2020,Development,Telecomm,United Kingdom,97,124
1/03/2020,Development,Telecomm,United Kingdom,97,79
1/04/2020,Development,Telecomm,United Kingdom,97,212
1/05/2020,Development,Telecomm,United Kingdom,97,-9
1/06/2020,Development,Telecomm,United Kingdom,97,-1
1/09/2020,Development,Training,Spain,8,88
1/12/2020,Development,Training,Spain,8,88
1/02/2020,Development,Training,United Kingdom,365,610
1/04/2020,Development,Training,United Kingdom,365,132
1/05/2020,Development,Training,United Kingdom,365,5
1/06/2020,Development,Training,United Kingdom,365,-630
1/07/2020,Development,Training,United Kingdom,365,486
1/08/2020,Development,Training,United Kingdom,365,486
1/09/2020,Development,Training,United Kingdom,365,486
1/10/2020,Development,Training,United Kingdom,365,486
1/11/2020,Development,Training,United Kingdom,365,486
1/12/2020,Development,Training,United Kingdom,365,486
1/01/2020,Development,Training,USA,"1,787",759
1/02/2020,Development,Training,USA,"1,787",185
1/03/2020,Development,Training,USA,"1,787",514
1/04/2020,Development,Training,USA,"1,787",315
1/05/2020,Development,Training,USA,"1,787",449
1/06/2020,Development,Training,USA,"1,787","1,194"
1/07/2020,Development,Training,USA,"1,787","1,787"
1/08/2020,Development,Training,USA,"1,787","1,787"
1/09/2020,Development,Training,USA,"1,787","1,787"
1/10/2020,Development,Training,USA,"1,787","1,787"
1/11/2020,Development,Training,USA,"1,787","1,787"
1/12/2020,Development,Training,USA,"1,787","1,787"
1/06/2020,Development,Travel,Spain,"1,364","1,041"
1/09/2020,Development,Travel,Spain,"1,364",455
1/12/2020,Development,Travel,Spain,"1,364",455
1/01/2020,Development,Travel,United Kingdom,875,"3,476"
1/02/2020,Development,Travel,United Kingdom,875,"1,104"
1/03/2020,Development,Travel,United Kingdom,875,"1,689"
1/04/2020,Development,Travel,United Kingdom,875,218
1/05/2020,Development,Travel,United Kingdom,875,"1,010"
1/06/2020,Development,Travel,United Kingdom,875,"2,633"
1/07/2020,Development,Travel,United Kingdom,875,972
1/08/2020,Development,Travel,United Kingdom,875,972
1/09/2020,Development,Travel,United Kingdom,875,972
1/10/2020,Development,Travel,United Kingdom,875,972
1/11/2020,Development,Travel,United Kingdom,875,972
1/12/2020,Development,Travel,United Kingdom,875,972
1/07/2020,Distribution,Depreciation,USA,"5,000","5,000"
1/08/2020,Distribution,Depreciation,USA,"5,000","5,000"
1/09/2020,Distribution,Depreciation,USA,"5,000","5,000"
1/10/2020,Distribution,Depreciation,USA,"5,000","5,000"
1/11/2020,Distribution,Depreciation,USA,"5,000","5,000"
1/12/2020,Distribution,Depreciation,USA,"5,000","5,000"
1/01/2020,Distribution,Employee Performance,USA,51,4
1/04/2020,Distribution,Employee Performance,USA,51,4
1/05/2020,Distribution,Employee Performance,USA,51,8
1/06/2020,Distribution,Employee Performance,USA,51,2
1/07/2020,Distribution,Employee Performance,USA,51,51
1/08/2020,Distribution,Employee Performance,USA,51,51
1/09/2020,Distribution,Employee Performance,USA,51,51
1/10/2020,Distribution,Employee Performance,USA,51,51
1/11/2020,Distribution,Employee Performance,USA,51,51
1/12/2020,Distribution,Employee Performance,USA,51,51
1/07/2020,Distribution,External Labor,Belgium,320,320
1/08/2020,Distribution,External Labor,Belgium,320,320
1/09/2020,Distribution,External Labor,Belgium,320,320
1/10/2020,Distribution,External Labor,Belgium,320,320
1/11/2020,Distribution,External Labor,Belgium,320,320
1/12/2020,Distribution,External Labor,Belgium,320,320
1/07/2020,Distribution,External Labor,Canada,"1,769","1,769"
1/08/2020,Distribution,External Labor,Canada,"1,777","1,777"
1/09/2020,Distribution,External Labor,Canada,"1,777","1,777"
1/10/2020,Distribution,External Labor,Canada,"1,777","1,777"
1/11/2020,Distribution,External Labor,Canada,"1,777","1,777"
1/12/2020,Distribution,External Labor,Canada,"1,777","1,777"
1/01/2020,Distribution,External Labor,France,"1,836",-154
1/02/2020,Distribution,External Labor,France,"1,836","16,038"
1/03/2020,Distribution,External Labor,France,"1,836","2,353"
1/04/2020,Distribution,External Labor,France,"1,836",-364
1/05/2020,Distribution,External Labor,France,"1,836","18,574"
1/06/2020,Distribution,External Labor,France,"1,836","1,199"
1/07/2020,Distribution,External Labor,France,"1,836","1,836"
1/08/2020,Distribution,External Labor,France,"1,836","1,836"
1/09/2020,Distribution,External Labor,France,"1,836","1,836"
1/10/2020,Distribution,External Labor,France,"1,836","1,836"
1/11/2020,Distribution,External Labor,France,"1,836","1,836"
1/12/2020,Distribution,External Labor,France,"1,836","1,836"
1/03/2020,Distribution,External Labor,Spain,612,921
1/07/2020,Distribution,External Labor,Spain,612,612
1/08/2020,Distribution,External Labor,Spain,612,612
1/09/2020,Distribution,External Labor,Spain,612,612
1/10/2020,Distribution,External Labor,Spain,612,612
1/11/2020,Distribution,External Labor,Spain,612,612
1/12/2020,Distribution,External Labor,Spain,612,612
1/01/2020,Distribution,External Labor,United Kingdom,"2,025","3,616"
1/02/2020,Distribution,External Labor,United Kingdom,"2,025","3,905"
1/03/2020,Distribution,External Labor,United Kingdom,"2,025","5,035"
1/04/2020,Distribution,External Labor,United Kingdom,"2,025","3,964"
1/05/2020,Distribution,External Labor,United Kingdom,"2,025","8,845"
1/06/2020,Distribution,External Labor,United Kingdom,"2,025","3,841"
1/07/2020,Distribution,External Labor,United Kingdom,"2,025","2,025"
1/08/2020,Distribution,External Labor,United Kingdom,"2,025","2,025"
1/09/2020,Distribution,External Labor,United Kingdom,"2,025","2,025"
1/10/2020,Distribution,External Labor,United Kingdom,"2,025","2,025"
1/11/2020,Distribution,External Labor,United Kingdom,"2,025","2,025"
1/12/2020,Distribution,External Labor,United Kingdom,"2,025","2,025"
1/03/2020,Distribution,External Labor,USA,"20,486","24,521"
1/04/2020,Distribution,External Labor,USA,"20,486","44,167"
1/05/2020,Distribution,External Labor,USA,"20,486","84,327"
1/06/2020,Distribution,External Labor,USA,"20,486","139,403"
1/07/2020,Distribution,External Labor,USA,"20,486","28,081"
1/08/2020,Distribution,External Labor,USA,"20,486","10,636"
1/09/2020,Distribution,External Labor,USA,"20,486","10,636"
1/10/2020,Distribution,External Labor,USA,"20,486","10,636"
1/11/2020,Distribution,External Labor,USA,"20,486","10,636"
1/12/2020,Distribution,External Labor,USA,"20,486","10,636"
1/01/2020,Distribution,Hardware,Canada,103,56
1/02/2020,Distribution,Hardware,Canada,103,56
1/03/2020,Distribution,Hardware,Canada,103,57
1/04/2020,Distribution,Hardware,Canada,103,57
1/05/2020,Distribution,Hardware,Canada,103,58
1/06/2020,Distribution,Hardware,Canada,103,57
1/07/2020,Distribution,Hardware,Canada,103,103
1/08/2020,Distribution,Hardware,Canada,103,103
1/09/2020,Distribution,Hardware,Canada,103,103
1/10/2020,Distribution,Hardware,Canada,103,103
1/11/2020,Distribution,Hardware,Canada,103,103
1/12/2020,Distribution,Hardware,Canada,103,103
1/03/2020,Distribution,Hardware,Spain,272,329
1/07/2020,Distribution,Hardware,Spain,272,272
1/08/2020,Distribution,Hardware,Spain,272,272
1/09/2020,Distribution,Hardware,Spain,272,272
1/10/2020,Distribution,Hardware,Spain,272,272
1/11/2020,Distribution,Hardware,Spain,272,272
1/12/2020,Distribution,Hardware,Spain,272,272
1/01/2020,Distribution,Internal Labor,Belgium,"7,183","10,713"
1/02/2020,Distribution,Internal Labor,Belgium,"7,183","11,473"
1/03/2020,Distribution,Internal Labor,Belgium,"7,183","9,698"
1/04/2020,Distribution,Internal Labor,Belgium,"7,183","9,577"
1/05/2020,Distribution,Internal Labor,Belgium,"7,183","11,716"
1/06/2020,Distribution,Internal Labor,Belgium,"7,183","30,449"
1/07/2020,Distribution,Internal Labor,Belgium,"7,183","7,183"
1/08/2020,Distribution,Internal Labor,Belgium,"7,183","7,183"
1/09/2020,Distribution,Internal Labor,Belgium,"7,183","7,183"
1/10/2020,Distribution,Internal Labor,Belgium,"7,183","7,183"
1/11/2020,Distribution,Internal Labor,Belgium,"7,183","7,183"
1/12/2020,Distribution,Internal Labor,Belgium,"7,183","7,183"
1/01/2020,Distribution,Internal Labor,Canada,"6,056","9,850"
1/02/2020,Distribution,Internal Labor,Canada,"6,477","11,670"
1/03/2020,Distribution,Internal Labor,Canada,"5,983","22,650"
1/04/2020,Distribution,Internal Labor,Canada,"5,939","6,526"
1/05/2020,Distribution,Internal Labor,Canada,"5,858","6,548"
1/06/2020,Distribution,Internal Labor,Canada,"5,773","-5,298"
1/07/2020,Distribution,Internal Labor,Canada,"5,731","5,731"
1/08/2020,Distribution,Internal Labor,Canada,"5,723","5,723"
1/09/2020,Distribution,Internal Labor,Canada,"5,723","5,723"
1/10/2020,Distribution,Internal Labor,Canada,"5,723","5,723"
1/11/2020,Distribution,Internal Labor,Canada,"5,723","5,723"
1/12/2020,Distribution,Internal Labor,Canada,"5,723","5,723"
1/01/2020,Distribution,Internal Labor,France,"25,141","14,195"
1/02/2020,Distribution,Internal Labor,France,"25,141","18,305"
1/03/2020,Distribution,Internal Labor,France,"25,141","18,778"
